pca_dim,nlist,nprobe,k,label,precision_at_k_macro,recall_at_k_macro
1024,256,8,20,4,1.0,0.006736274840013476
1024,256,8,20,6,1.0,0.006609385327164575
1024,256,16,20,0,1.0,0.006605019815059446
1024,256,16,20,2,1.0,0.0066688896298766264
1024,256,16,20,3,1.0,0.006715916722632638
1024,256,16,20,4,1.0,0.006736274840013476
1024,256,16,20,6,1.0,0.006609385327164575
1024,256,32,20,0,1.0,0.006605019815059446
1024,256,32,20,2,1.0,0.0066688896298766264
1024,256,32,20,3,1.0,0.006715916722632638
1024,256,32,20,4,1.0,0.006736274840013476
1024,256,32,20,6,1.0,0.006609385327164575
