pca_dim,nlist,nprobe,k,label,precision_at_k_macro,recall_at_k_macro
0,64,32,20,6,1.0,0.006609385327164575
0,128,1,20,0,1.0,0.006605019815059446
0,128,1,20,2,1.0,0.0066688896298766264
0,128,1,20,3,1.0,0.006715916722632638
0,128,1,20,4,1.0,0.006736274840013476
0,128,1,20,6,1.0,0.006609385327164575
0,128,4,20,0,1.0,0.006605019815059446
0,128,4,20,2,1.0,0.0066688896298766264
0,128,4,20,3,1.0,0.006715916722632638
0,128,4,20,4,1.0,0.006736274840013476
0,128,4,20,6,1.0,0.006609385327164575
0,128,8,20,0,1.0,0.006605019815059446
0,128,8,20,2,1.0,0.0066688896298766264
0,128,8,20,3,1.0,0.006715916722632638
0,128,8,20,4,1.0,0.006736274840013476
0,128,8,20,6,1.0,0.006609385327164575
0,128,16,20,0,1.0,0.006605019815059446
0,128,16,20,2,1.0,0.0066688896298766264
0,128,16,20,3,1.0,0.006715916722632638
0,128,16,20,4,1.0,0.006736274840013476
0,128,16,20,6,1.0,0.006609385327164575
0,128,32,20,0,1.0,0.006605019815059446
0,128,32,20,2,1.0,0.0066688896298766264
0,128,32,20,3,1.0,0.006715916722632638
0,128,32,20,4,1.0,0.006736274840013476
0,128,32,20,6,1.0,0.006609385327164575
0,256,1,20,0,1.0,0.006605019815059446
0,256,1,20,2,1.0,0.0066688896298766264
0,256,1,20,3,1.0,0.006715916722632638
0,256,1,20,4,1.0,0.006736274840013476
0,256,1,20,6,1.0,0.006609385327164575
0,256,4,20,0,1.0,0.006605019815059446
0,256,4,20,2,1.0,0.0066688896298766264
0,256,4,20,3,1.0,0.006715916722632638
0,256,4,20,4,1.0,0.006736274840013476
0,256,4,20,6,1.0,0.006609385327164575
0,256,8,20,0,1.0,0.006605019815059446
0,256,8,20,2,1.0,0.0066688896298766264
0,256,8,20,3,1.0,0.006715916722632638
0,256,8,20,4,1.0,0.006736274840013476
0,256,8,20,6,1.0,0.006609385327164575
0,256,16,20,0,1.0,0.006605019815059446
0,256,16,20,2,1.0,0.0066688896298766264
0,256,16,20,3,1.0,0.006715916722632638
0,256,16,20,4,1.0,0.006736274840013476
0,256,16,20,6,1.0,0.006609385327164575
0,256,32,20,0,1.0,0.006605019815059446
0,256,32,20,2,1.0,0.0066688896298766264
0,256,32,20,3,1.0,0.006715916722632638
0,256,32,20,4,1.0,0.006736274840013476
0,256,32,20,6,1.0,0.006609385327164575
64,32,1,20,0,1.0,0.006605019815059446
64,32,1,20,2,1.0,0.0066688896298766264
64,32,1,20,3,1.0,0.006715916722632638
64,32,1,20,4,1.0,0.006736274840013476
64,32,1,20,6,1.0,0.006609385327164575
64,32,4,20,0,1.0,0.006605019815059446
64,32,4,20,2,1.0,0.0066688896298766264
64,32,4,20,3,1.0,0.006715916722632638
64,32,4,20,4,1.0,0.006736274840013476
64,32,4,20,6,1.0,0.006609385327164575
64,32,8,20,0,1.0,0.006605019815059446
64,32,8,20,2,1.0,0.0066688896298766264
64,32,8,20,3,1.0,0.006715916722632638
64,32,8,20,4,1.0,0.006736274840013476
64,32,8,20,6,1.0,0.006609385327164575
64,32,16,20,0,1.0,0.006605019815059446
64,32,16,20,2,1.0,0.0066688896298766264
64,32,16,20,3,1.0,0.006715916722632638
64,32,16,20,4,1.0,0.006736274840013476
64,32,16,20,6,1.0,0.006609385327164575
64,32,32,20,0,1.0,0.006605019815059446
64,32,32,20,2,1.0,0.0066688896298766264
64,32,32,20,3,1.0,0.006715916722632638
64,32,32,20,4,1.0,0.006736274840013476
64,32,32,20,6,1.0,0.006609385327164575
64,64,1,20,0,1.0,0.006605019815059446
64,64,1,20,2,1.0,0.0066688896298766264
64,64,1,20,3,1.0,0.006715916722632638
64,64,1,20,4,1.0,0.006736274840013476
64,64,1,20,6,1.0,0.006609385327164575
64,64,4,20,0,1.0,0.006605019815059446
64,64,4,20,2,1.0,0.0066688896298766264
64,64,4,20,3,1.0,0.006715916722632638
64,64,4,20,4,1.0,0.006736274840013476
64,64,4,20,6,1.0,0.006609385327164575
64,64,8,20,0,1.0,0.006605019815059446
64,64,8,20,2,1.0,0.0066688896298766264
64,64,8,20,3,1.0,0.006715916722632638
64,64,8,20,4,1.0,0.006736274840013476
64,64,8,20,6,1.0,0.006609385327164575
64,64,16,20,0,1.0,0.006605019815059446
