data_size,bf_avg_query_time_ms,bf_std_query_time_ms,lsh_avg_query_time_ms,lsh_std_query_time_ms,speedup_factor
1000,0.15853643417358398,0.07058506858337017,0.19171953201293945,0.07226120912599712,0.8269185330730106
3000,0.5892841021219889,0.48919719027187736,0.17589251200358072,0.0603834677445436,3.350251215412698
5000,0.41263341903686523,0.2137670040696425,0.16649961471557617,0.007834228689764277,2.4782845278155654
10000,0.47058502833048504,0.07294668764405127,0.1972500483194987,0.006117240719361912,2.3857283298012075
15000,0.5345495541890463,0.05741608030747454,0.26094595591227215,0.03492113932109404,2.0485067581149154
