data_size,bf_build_time,bf_avg_query_time_ms,lsh_build_time,lsh_avg_query_time_ms,lsh_recall_at_10,speedup_factor
1000,0.005101919174194336,0.187530517578125,0.09778499603271484,0.2918720245361328,100.0,0.6425093938898873
5000,0.01658177375793457,0.13695955276489258,0.38539695739746094,2.7763140201568604,100.0,0.049331434330023814
10000,0.029799222946166992,0.23867368698120117,0.6533951759338379,6.621189117431641,100.0,0.03604695210303594
20000,0.07802700996398926,0.3434300422668457,1.2242763042449951,8.601469993591309,100.0,0.039926901160234805
50000,0.29326415061950684,0.8476042747497559,2.931957960128784,21.084566116333008,100.0,0.04020022371212872
70000,0.37305498123168945,1.1059796810150146,4.08875584602356,29.595694541931152,100.0,0.037369613997335446
