data_size,bf_build_time,bf_avg_query_time_ms,lsh_build_time,lsh_avg_query_time_ms,lsh_recall_at_10,speedup_factor
1000,0.0021109580993652344,0.2688908576965332,0.08413577079772949,0.28635740280151367,100.0,0.9390043877542524
5000,0.018550872802734375,0.1486349105834961,0.3736271858215332,4.401904344558716,100.0,0.03376604736248455
10000,0.024452924728393555,0.3674495220184326,0.6301259994506836,6.950523853302002,100.0,0.052866450036549044
20000,0.10932517051696777,0.401078462600708,1.1786901950836182,6.851129531860352,100.0,0.05854194709580968
50000,0.2972548007965088,1.2205815315246582,2.90096116065979,26.711653470993042,100.0,0.04569472020330464
70000,0.3782541751861572,1.4092004299163818,4.1083149909973145,35.09244441986084,100.0,0.040156804497746355
